Name|Vintage|Grade|Review|Author|Attr_1,Attr_2,...,Attr_n-1,Attr_n,|Price|Country|Region|IssueDate
LUCA FERRARIS Monferrato White Sensazioni|2011|84|Shows more spice than flowers, with a supple texture and touch of bitter citrus on the finish. Drink now. 250 cases imported.|–BS|CITRUS,SPICE,SUPPLE,|18|Italy|Piedmont|Web Only - 2013
KEN FORRESTER Cabernet Blend Western Cape Petit|2011|82|Soft and easy, with lightly jammy cherry and pomegranate notes and a dash of vanilla on the dusty finish. Drink now. 2,000 cases imported.|–JM|CHERRY,POMEGRANATE,JAMMY,VANILLA,EARTHY,DASH,|12|South Africa|Western Cape|Web Only - 2012
BODEGAS FRANCO-ESPAÑOLAS Rioja White Diamante Semi-Dulce|2011|83|This off-dry white delivers easy-drinking fruit-cocktail flavors of peaches, apples and mandarin orange, with a silky texture featuring just enough fresh acidity. Drink now. 180,000 cases made.|–TM|ACIDITY,ORANGE,WHITE,SILKY,|11|Spain|Spain|Web Only - 2012
FULKERSON Riesling Finger Lakes Juicy Sweet William Vigne|2011|81|Sweet and light, with a whiff of apple pie giving way to light praline, sweetened butter and creamed white peach notes. Drink now. Tasted twice, with consistent notes. 396 cases made.|–JM|WHITE PEACH,APPLE,BUTTER,LIGHT-BODIED,CONSISTENT,SWEET,|14|New York|Finger Lakes|Web Only - 2012
GOOSE WATCH Pinot Grigio Finger Lakes|2011|83|Soft and forward, offering tangerine and peach notes, with a flash of toasted almond on the finish. Drink now. 301 cases made.|–JM|TANGERINE,PEACH,ALMOND,|16|New York|Finger Lakes|Dec 31, 2012
MARCHESI DI GRÉSY Langhe White|2011|80|Ripe apple and quince notes mark this simple white, which shows a touch of bubble gum. Drink now. 1,200 cases made.|–BS|RIPE APPLE,BUBBLE GUM,QUINCE,WHITE,|21|Italy|Piedmont|Web Only - 2012
HECHT & BANNIER Languedoc White|2011|83|Vinous, offering apple and green peach notes, with a short finish. Drink now. Tasted twice, with consistent notes. 5,000 cases made.|–KM|APPLE,PEACH,CONSISTENT,|14|France|Languedoc-Roussillon|Web Only - 2013
HECTOR WINE COMPANY Sauvignon Blanc Seneca Lake|2011|82|Modest chive and lime notes stay lightly crisp through the finish. Drink now. 130 cases made.|–JM|LIME,CRISP,|18|New York|Finger Lakes|Web Only - 2012
HECTOR WINE COMPANY Pinot Gris Seneca Lake|2011|83|Soft, with modest apricot and nectarine notes that fade a touch on the lightly waxy finish. Drink now. 70 cases made.|–JM|APRICOT,NECTARINE,|20|New York|Finger Lakes|Web Only - 2012
IMBUKO Chenin Blanc Western Cape Releaf|2011|81|Soft and forward, with modest pear and ginger notes and a slightly loose finish. Drink now. 20,000 cases made.|–JM|PEAR,GINGER,|10|South Africa|Western Cape|Web Only - 2012
IMBUKO Pinotage Western Cape Releaf Iswithi|2011|84|An off-dry style, with friendly cherry pie and raspberry jam notes and just enough firmness on the finish to keep it honest. Drink now. 10,000 cases made.|–JM|CHERRY PIE,RASPBERRY,STYLE,|10|South Africa|Western Cape|Apr 30, 2012
INDABA Chenin Blanc Western Cape|2011|83|A fresh, slightly crisp style, with pippin apple and pear skin notes. Light finish. Drink now. 13,446 cases imported.|–JM|APPLE,PEAR,LIGHT-BODIED,CRISP,FRESH,|10|South Africa|Western Cape|Web Only - 2012
INDABA Chardonnay Western Cape|2011|84|Light and fresh, with good apple and peach notes and a clean, unadorned finish. Drink now. 36,374 cases imported.|–JM|APPLE,PEACH,LIGHT-BODIED,CLEAN,FRESH,|10|South Africa|Western Cape|Apr 30, 2012
INDABA Merlot Western Cape|2011|83|Herb, plum and cocoa notes run along in this slightly rustic, medium-weight Merlot. Drink now. 5,378 cases imported.|–JM|PLUM,HERBS,MEDIUM-BODIED,|10|South Africa|Western Cape|Web Only - 2013
ISENHOWER Cabernet Franc Yakima Valley Pink Paintbrush|2011|84|Light, dry and tangy, with raspberry and herb flavors. Drink now. 464 cases made.|–HS|RASPBERRY,HERBS,LIGHT-BODIED,|11|Washington|Washington|Web Only - 2012
JAM JAR Moscato Western Cape|2011|81|This has a lightly spicy edge, with basic peach and clementine notes. Drink now. 20,000 cases imported.|–JM|CLEMENTINE,PEACH,SPICE,|12|South Africa|Western Cape|Web Only - 2012
ALAIN JAUME Côtes du Rhône White Grand Veneur Réserve|2011|84|Light and forward, with modest cherry, peach and lemon notes, followed by a soft, open-knit finish. Drink now. 2,000 cases made.|–JM|LEMON,CHERRY,LIGHT-BODIED,|15|France|Southern Rhône|Web Only - 2012
JUNO Sauvignon Blanc Western Cape|2011|81|Forward, with modest lime and green melon notes. Easy finish. Drink now. 8,000 cases made.|–JM|LIME,MELON,|10|South Africa|Western Cape|Web Only - 2012
LEOPARD'S LEAP Chenin Blanc Western Cape|2011|83|Light but clean and fresh, with brisk lime and green apple notes leading to a tangy finish. Drink now. 300 cases imported.|–JM|GREEN APPLE,SPECIFIC FINISH,LIME,LIGHT-BODIED,CLEAN,FRESH,|14|South Africa|Western Cape|Web Only - 2012
LEOPARD'S LEAP Chardonnay-Viognier Western Cape|2011|83|Soft and forward, with easygoing apple and melon notes and a slightly loose finish. Drink now. 22,000 cases made.|–JM|APPLE,MELON,|14|South Africa|Western Cape|Web Only - 2012
LUNGAROTTI Torgiano White Torre di Giano|2011|83|A light, fresh white, with moderate melon and spice notes that lead to a short finish. Drink now. 30,000 cases made.|–NW|MELON,SPICE,LIGHT-BODIED,WHITE,|16|Italy|Umbria|Web Only - 2013
BODEGAS LUZÓN Jumilla White|2011|81|Toasted almond, pear and vanilla flavors lend a sweet character to this silky white. A tangy thread of acidity keeps this lively, if a bit awkward. Viura and Chardonnay. Drink now. 3,000 cases imported.|–TM|PEAR,ALMOND,WHITE,ACIDITY,CHARACTER,LIVELY,SILKY,SWEET,|8|Spain|Spain|Web Only - 2012
MAN VINTNERS Sauvignon Blanc Western Cape|2011|84|A forward style, with modest peach and green apple fruit mixed together, all backed by a light, floral-tinged finish. Drink now. 8,500 cases made.|–JM|GREEN APPLE,PEACH,LIGHT-BODIED,STYLE,|11|South Africa|Western Cape|Web Only - 2012
MASTROBERARDINO Campania White Mastro|2011|83|Light and easygoing, showing modest melon, pear and spice notes. Coda di Volpe, Fiano, Greco and Falanghina. Drink now. 3,800 cases made.|–NW|MELON,SPICE,LIGHT-BODIED,|18|Italy|Campania|Web Only - 2012
MILBRANDT Pinot Gris Columbia Valley Traditions|2011|84|Light and refreshing, with modest pear and hibiscus flavors, echoing softly. Drink now. 4,000 cases made.|–HS|PEAR,LIGHT-BODIED,ECHO,REFRESHING,|13|Washington|Washington|Web Only - 2012
MONTEPÓ Toscana White Braccale|2011|80|A lively white, if neutral in flavor, offering light apple and earth. Drink now. 833 cases made.|–BS|APPLE,LIGHT-BODIED,WHITE,LIVELY,|19|Italy|Tuscany|Web Only - 2013
BODEGAS DEL MUNDO Spain White Valdemoreda|2011|84|This straightforward, fruity white offers bright flavors of peach, lychee and tangerine, with lively, sweet-tart acidity and a fresh finish. Drink now. 7,500 cases made.|–TM|EXCELLENT FINISH,TANGERINE,PEACH,FRUIT,ACIDITY,BRIGHT,LIVELY,|8|Spain|Spain|Nov 30, 2012
LES PRODUCTEURS RÉUNIS Côtes de Gascogne White Montgravet|2011|84|A fleshy white, with melon and white berry flavors, featuring notes of chèvre that linger on the finish. Colombard. Drink now. 25,000 cases made.|–KM|BERRY,MELON,WHITE,FLESHY,LINGER,|9|France|Southwest France|Web Only - 2012
PUNSET Piemonte White Né?|2011|83|A straightforward, apple-flavored white, with a touch of spice. Chardonnay. Drink now. 1,000 cases made.|–BS|SPICE,WHITE,|11|Italy|Piedmont|Web Only - 2013
RECANATI Shomron Yasmin White Mevushal|2011|84|This features baked pear and toasted almond flavors. Broad and ripe on the spicy finish. Kosher. Sauvignon Blanc, Emerald Riesling and French Colombard. Drink now.|–KM|BAKED PEAR,SPECIFIC FINISH,ALMOND,BROAD,RIPE,|11|Israel|Israel|Web Only - 2012
ROBERTSON WINERY Chenin Blanc Robertson|2011|83|Basic pear and candied lime notes lead to a soft, open-knit finish. Drink now. 60,000 cases made.|–JM|LIME,PEAR,|10|South Africa|Breede River Valley|Web Only - 2012
ROBERTSON WINERY Pinot Noir Robertson|2011|80|Very light, with basic pomegranate, herb and spice notes. Drink now. 5,000 cases made.|–JM|POMEGRANATE,SPICE,LIGHT-BODIED,|10|South Africa|Breede River Valley|Web Only - 2012
ROCK WALL Rock Hound White California|2011|84|Perfumy, offering citrus flavors and a candied edge, with preserved peaches and lychee fruit notes backed by soft acidity. Drink now. 401 cases made.|–MW|CITRUS,LYCHEE,ACIDITY,|14|California|Other California|Web Only - 2012
ROCK WALL Super Alamedan California|2011|81|Tart and tannic, with simple spice and herbal cherry notes. Sangiovese, Cabernet Sauvignon, Zinfandel and Montepulciano. Drink now. 245 cases made.|–TF|CHERRY,HERBS,SPICE,|25|California|Other California|Web Only - 2012
ROCK WALL Obsidian Red Hills Lake County|2011|83|Zesty if rather simple, with modest cherry, cedar and spiced herb flavors. Zinfandel and Petite Sirah. Drink now. 432 cases made.|–TF|CHERRY,HERBS,SPICE,|25|California|Mendocino/Lake|Web Only - 2012
ROCK WALL Zinfandel Russian River Valley Alegria Vineyard|2011|83|Offers moderate cherry and blueberry fruit, with hints of mineral and herb. Drink now. 233 cases made.|–TF|BLUEBERRY,CHERRY,HERBS,MINERAL,|25|California|Sonoma|Web Only - 2013
BARON PHILIPPE DE ROTHSCHILD Bordeaux White Mouton Cadet|2011|84|On the herbal side, with thyme and chive notes holding sway over a straightforward core of verbena and grapefruit flavors. Modest finish. Drink now. 150,000 cases made.|–JM|GRAPEFRUIT,HERBS,|10|France|Bordeaux|Web Only - 2012
SCHNAITMANN Riesling Qualitätswein Trocken Württemberg Lämmler GG|2011|82|Ripe and floral, with candied notes accenting the red peach flavors. 200 cases made.|–KM|PEACH,FLORAL,RED,RIPE,|60|Germany|Germany|Web Only - 2013
CHARLES SMITH Pinot Grigio Washington Vino|2011|84|Fresh, with a tart edge to the odd lemon peel and hay aromatics. Drink now. 15,000 cases made.|–HS|LEMON PEEL,AROMATIC,FRESH,|12|Washington|Washington|Web Only - 2012
SPIER Chenin Blanc Western Cape|2011|84|A friendly, easygoing style, with white peach, almond and melon flavors. Drink now. 10,000 cases made.|–JM|WHITE PEACH,MELON,STYLE,|10|South Africa|Western Cape|Apr 30, 2012
SPINDRIFT Pinot Noir Willamette Valley|2011|84|Very light and a bit tart, with red berry and floral flavors. Drink now. 1,250 cases made.|–HS|RED BERRY,FLORAL,LIGHT-BODIED,|25|Oregon|Oregon|Web Only - 2013
STELLAR Shiraz Western Cape|2011|83|Light and easy, with cherry and white pepper notes. Soft finish. Drink now. 44,000 cases made.|–JM|WHITE PEPPER,CHERRY,LIGHT-BODIED,|10|South Africa|Western Cape|Web Only - 2012
STELLAR Cabernet Sauvignon Western Cape|2011|82|Light, slightly tangy, with damson plum and cherry fruit joined by a dash of toast. Drink now. 32,000 cases made.|–JM|DAMSON PLUM,CHERRY,TOAST,LIGHT-BODIED,DASH,|10|South Africa|Western Cape|Web Only - 2012
STELLAR Merlot Western Cape|2011|81|Light cherry and damson plum fruit is laced with a frank streak of herb notes, which take over the finish. Drink now. 32,000 cases made.|–JM|DAMSON PLUM,CHERRY,HERBS,LIGHT-BODIED,|10|South Africa|Western Cape|Web Only - 2012
TENUTA DEL TERRICCIO Toscana White Con Vento|2011|81|A hint of Pez-like, candied violet marks this straightforward, fruity white. Sauvignon Blanc. Drink now. 1,233 cases made.|–BS|FRUIT,VIOLET,|30|Italy|Tuscany|Web Only - 2012
TORRE FORNELLO Emilia White Pratobianco|2011|84|Offers an aroma of spice and floral notes, displaying flavors of blood orange, lemon preserves and almond skin, backed by zesty acidity. Drink now. 1,650 cases made.|–AN|LEMON,ORANGE,ALMOND,FLORAL,SPICE,ACIDITY,|27|Italy|Emilia-Romagna|Web Only - 2013
FATTORIA LA TORRE Toscana White Altair|2011|84|Fleshy and fruity, sporting melon and passion fruit, picking up earth notes on the finish. Moderate length. Drink now.|–BS|PASSION FRUIT,MELON,FRUIT,FLESHY,LENGTH,|-1|Italy|Tuscany|Web Only - 2013
TRAVIGNOLI Toscana White Gavignano|2011|84|The candied flavors of baked apple, caramel and toasted spice show moderate intensity and length in this compact white. Drink now. 1,800 cases made.|–BS|APPLE,SPICE,WHITE,INTENSITY,LENGTH,|18|Italy|Tuscany|Web Only - 2013
TRIVENTO Amado Sur White Mendoza|2011|83|Light and easygoing, with fresh citrus and light spring herb notes. Drink now. 6,000 cases made.|–NW|CITRUS,HERBS,LIGHT-BODIED,FRESH,|15|Argentina|Mendoza|Web Only - 2012
TWO OCEANS Sauvignon Blanc Western Cape|2011|83|Soft, with modest citrus and herb notes and a hint of straw. Drink now. 36,000 cases imported.|–JM|CITRUS,HERBS,|10|South Africa|Western Cape|Web Only - 2012
TWO OCEANS Cabernet Sauvignon Western Cape|2011|82|Cherry fruit and a light twinge of toast mark this uncomplicated quaffer. Drink now. 6,500 cases imported.|–JM|CHERRY,TOAST,LIGHT-BODIED,|10|South Africa|Western Cape|Web Only - 2012
TWO OCEANS Pinot Grigio Western Cape|2011|81|Light and a touch lean, with a whiff of celery running through the modest lemon and melon rind notes. Drink now. 6,000 cases imported.|–JM|LEMON,MELON,LIGHT-BODIED,|10|South Africa|Western Cape|Web Only - 2012
CELLERS UNIÓ White Grenache Montsant Clos Dalian|2011|82|This silky white delivers modest flavors of candy apple, light vanilla and spice. Shows fresh acidity and a clean finish. Drink now. 10,000 cases imported.|–TM|ACIDITY,APPLE,VANILLA,SPICE,WHITE,CLEAN,SILKY,|12|Spain|Spain|Jun 30, 2012
VIÑA VENTISQUERO Cabernet Sauvignon-Carmenère Colchagua Valley Yali Wetland Winemaker's Selection|2011|83|A simple, medium-bodied red, with moderate plum and spice notes. Drink now. 10,000 cases imported.|–NW|PLUM,SPICE,MEDIUM-BODIED,|10|Chile|Rapel|Web Only - 2013
VIA WINES Sauvignon Blanc Maule Valley Oveja Negra|2011|82|Soft, with modest grapefruit and white peach notes. Quick finish. Drink now. 1,000 cases made.|–JM|WHITE PEACH,GRAPEFRUIT,|16|Chile|Maule|Web Only - 2011
VIA WINES Cabernet Sauvignon-Syrah Maule Valley Rosé Oveja Negra|2011|83|A light-bodied rosé, with modest mulled strawberry and watermelon notes. Drink now. 15,000 cases made.|–JM|STRAWBERRY,LIGHT-BODIED,|12|Chile|Maule|Web Only - 2011
VIA WINES Sauvignon Blanc Casablanca Valley Chilensis Reserva|2011|82|A simple white, with moderate melon and citrus notes leading to the round finish. Drink now. 24,000 cases made.|–NW|CITRUS,MELON,ROUND,WHITE,|12|Chile|Aconcagua|Web Only - 2012
VIA WINES Cabernet Sauvignon-Syrah Maule Valley Oveja Negra Reserva|2011|84|Easygoing, with a juicy mix of black plum and cherry fruit offset by light spice notes. Drink now. 32,000 cases made.|–NW|CHERRY,PLUM,SPICE,LIGHT-BODIED,JUICY,|12|Chile|Maule|Web Only - 2013
VILLIERSDORP CELLAR Rosé Slowine Western Cape|2011|84|Rounded and forward, with cherry fruit and a hint of red licorice on the finish. Shiraz. Drink now. 1,800 cases made.|–JM|CHERRY,LICORICE,RED,|15|South Africa|Western Cape|Web Only - 2012
WAKEFIELD Chardonnay Clare Valley|2011|83|Light and simple, with modest pear and citrus flavors. Drink now. 1,000 cases imported.|–HS|CITRUS,PEAR,LIGHT-BODIED,|17|Australia|Australia|Web Only - 2013
WASHINGTON HILLS Syrah Washington|2011|80|On the light side, with a metallic edge to the moderate currant flavors. Drink now. 3,752 cases made.|–HS|CURRANT,LIGHT-BODIED,|10|Washington|Washington|Web Only - 2013
WATERKLOOF Mourvèdre Western Cape Rosé Circumstance Cape Coral|2011|81|Colored a very pale copper, with light dried tea leaf and watermelon seed notes. Clean but not all that complex. Drink now. 1,000 cases made.|–JM|TEA,LIGHT-BODIED,CLEAN,COMPLEX,|24|South Africa|Western Cape|Web Only - 2012
WATTLE CREEK Sauvignon Blanc Yorkville Highlands|2011|83|Toast and smoke notes never quite find the pace with the core of tangy citrus and apple flavors. Drink now. 4,000 cases made.|–MW|CITRUS,APPLE,SMOKE,TOAST,|15|California|Other California|Web Only - 2012
THE WHITE KNIGHT Viognier Clarksburg|2011|83|Apple and citrus flavors show both a tangy acidity and nutty notes on the finish. Drink now. 5,400 cases made.|–MW|CITRUS,APPLE,ACIDITY,|13|California|Other California|Web Only - 2013
WILDEKRANS Chenin Blanc Bot River|2011|83|On the leaner side, this shows modest kaffir lime and white peach flavors, laced with a hint of tarragon. Drink now. 500 cases imported.|–JM|WHITE PEACH,LIME,|15|South Africa|Walker Bay|Web Only - 2012
WILDEKRANS Directors Blend Bot River|2011|84|A light, tangy style, with crunchy-textured notes of white peach, lime and green almond. Chenin Blanc, Sauvignon Blanc and Chardonnay. Drink now. 150 cases imported.|–JM|WHITE PEACH,ALMOND,LIGHT-BODIED,STYLE,|17|South Africa|Walker Bay|Web Only - 2012
WILDEKRANS Sauvignon Blanc Bot River|2011|81|Clean and quick, with basic lime and chive notes. Drink now. 500 cases imported.|–JM|LIME,CLEAN,|15|South Africa|Walker Bay|Web Only - 2012
J. WILKES Pinot Blanc Santa Maria Valley|2011|80|The citrus and melon flavors have bitter spicy notes and a gentle acidity. Drink now. 200 cases made.|–MW|CITRUS,MELON,SPICE,ACIDITY,|12|California|South Coast|Web Only - 2013
ALSACE WILLM Alsace Gentil Réserve|2011|81|Light-bodied and fresh, with floral, apple and citrus zest notes. Straightforward. Drink now. 9,000 cases made.|–AN|CITRUS,APPLE,FLORAL,LIGHT-BODIED,FRESH,|11|France|Alsace|Web Only - 2012
WIND GAP Mourvèdre Sonoma Valley Bedrock Vineyard|2011|83|Racy and grapey, with wildflower and wild berry aromatics. An easy-drinking style. Drink now. 99 cases made.|–JL|WILD BERRY,GRAPEY,RACY,STYLE,|32|California|Sonoma|Web Only - 2012
WINE MEN OF GOTHAM Cabernet South Eastern Australia|2011|84|Earthy flavors are more prominent than the red cherry fruit in this lightweight red. Drink now. 33,000 cases made.|–HS|CHERRY,EARTHY,RED,|10|Australia|Australia|Web Only - 2012
WINE MEN OF GOTHAM Moscato South Eastern Australia Wine Ladies Of Gotham|2011|82|Soft, frankly sweet and slightly effervescent, with syrupy pineapple and spice flavors. Drink now. 16,000 cases made.|–HS|PINEAPPLE,SPICE,SWEET,|10|Australia|Australia|Web Only - 2013
THE WINERY OF GOOD HOPE Pinot Noir Western Cape Reserve|2011|84|A mix of briar, dark cherry and singed wood notes finish with a lightly chewy edge. Drink now. 8,200 cases made.|–JM|DARK CHERRY,|13|South Africa|Western Cape|Web Only - 2012
WOLFBERGER Pinot Blanc Alsace|2011|83|Light-bodied and fresh, with floral, spice and citrus zest notes. Drink now. 10,000 cases made.|–AN|CITRUS,FLORAL,LIGHT-BODIED,FRESH,|15|France|Alsace|Web Only - 2012
WOLFBERGER Alsace Edelzwicker|2011|81|Soft and fresh, this offers hints of green melon, grapefruit zest and stone. Drink now. 1,200 cases made.|–AN|GRAPEFRUIT,MELON,FRESH,|15|France|Alsace|Web Only - 2012
WRATH Pinot Noir Monterey Saignée|2011|83|Soft, slightly sweet and perfumed, with notes of watermelon and spice. Drink now. 125 cases made.|–TF|SPICE,PERFUMED,SWEET,|18|California|Bay Area/Central Coast|Web Only - 2012
AIRFIELD Lightning Yakima Valley|2010|84|A surprisingly crisp style, this taut white shows modest pear and mineral flavors. Viognier, Roussanne and Marsanne. Drink now. 551 cases made.|–HS|PEAR,MINERAL,WHITE,CRISP,TAUT,|20|Washington|Washington|Web Only - 2012
AIRFIELD Cabernet Sauvignon Yakima Valley Runway Vineyard|2010|84|Tight, showing a peppery edge to the flavors and a tang to the balance. Finishes with gravelly tannins. Best after 2013. 1,527 cases made.|–HS|PEPPER,TANNINS,BALANCE,TIGHT,|18|Washington|Washington|Web Only - 2012
AIRFIELD Pinot Noir Yakima Valley|2010|81|Light and peppery, but the bitter finish is troublesome. Drink now. 146 cases made.|–HS|PEPPER,LIGHT-BODIED,|32|Washington|Washington|Web Only - 2012
AIRFIELD Merlot Yakima Valley Runway Vineyard|2010|83|Fresh and juicy, with a raw edge to the blackberry, stewed plum and vaguely vegetal flavors. Drink now. Tasted twice, with consistent notes. 626 cases made.|–HS|BLACKBERRY,PLUM,CONSISTENT,FRESH,JUICY,|18|Washington|Washington|Web Only - 2012
ALBA Gewürztraminer Warren Hills|2010|83|Light and floral, with friendly lime, honeysuckle and white peach notes backed by a hint of tinned pear on the finish. Drink now. 220 cases made.|–JM|WHITE PEACH,LIME,PEAR,FLORAL,LIGHT-BODIED,|16|Other US|New Jersey|Web Only - 2011
ALBA Riesling Warren Hills|2010|83|Soft, with McIntosh apple and fennel notes and a round, easy finish. Drink now. 1,200 cases made.|–JM|APPLE,ROUND,|13|Other US|New Jersey|Web Only - 2011
ALBA Riesling Warren Hills Dry|2010|84|This shows friendly kiwi, pear and green fig notes. Open-knit, easy finish. Slightly off-dry in feel, despite the "Dry" designation. Drink now. 360 cases made.|–JM|GREEN FIG,PEAR,|15|Other US|New Jersey|Web Only - 2012
TENIMENTI LUIGI D'ALESSANDRO Toscana White Fontarca|2010|82|A lean white, with peach, grapefruit and straw flavors. Modest finish. Viognier. Drink now. 300 cases made.|–BS|GRAPEFRUIT,PEACH,WHITE,|50|Italy|Tuscany|Web Only - 2012
ANAKENA Ona White Chile|2010|84|Aromatic and round, featuring layers of salted butter, chamomile, yellow melon and floral notes, which are a touch soft in the finish. Viognier, Riesling and Chardonnay. Drink now. 5,000 cases made.|–NW|MELON,BUTTER,FLORAL,ROUND,AROMATIC,LAYERS,|19|Chile|Chile|Web Only - 2012
ROBERTO ANSELMI Veneto White Capitel Foscarino|2010|82|Light-bodied, with tangy acidity and hints of candied lemon zest, stone, white peach and yellow apple. Modest finish. 90 percent Garganega and 10 percent Chardonnay. Drink now. Tasted twice, with consistent notes. 8,000 cases made.|–AN|WHITE PEACH,LEMON,APPLE,LIGHT-BODIED,ACIDITY,CONSISTENT,|21|Italy|Veneto|Web Only - 2012
ARGENTIERA Toscana White Poggio ai Ginepri|2010|82|Pungent aromas, like chive and peony or freesia, lead to an emerging gooseberry flavor. This is balanced toward tart acidity. Vermentino, Viognier and Sauvignon Blanc. Drink now. 3,333 cases made.|–BS|PEONY,ACIDITY,BALANCE,|20|Italy|Tuscany|Web Only - 2011
AUGEY Bordeaux White|2010|83|Light and quick, with friendly lime and verbena notes and a flash of kiwifruit on the finish. Sauvignon Blanc and Sémillon. Drink now. 15,000 cases imported.|–JM|LIME,LIGHT-BODIED,|9|France|Bordeaux|Jun 30, 2012
CASTELLO BANFI Toscana Centine White|2010|84|Light and juicy, with peach and apple flavors. A quaffable white, with a hint of white pepper on the finish. Sauvignon Blanc, Pinot Grigio and Chardonnay. Drink now. 18,300 cases made.|–BS|WHITE PEPPER,APPLE,PEACH,LIGHT-BODIED,WHITE,JUICY,|11|Italy|Tuscany|Oct 31, 2011
BEYERSKLOOF Pinotage Western Cape|2010|83|Light and open, with friendly cherry and pomegranate notes and a hint of sandalwood on the finish. Drink now. Tasted twice, with consistent notes. 95,000 cases made.|–JM|CHERRY,POMEGRANATE,SANDALWOOD,LIGHT-BODIED,CONSISTENT,|12|South Africa|Western Cape|Web Only - 2012
BOEKENHOUTSKLOOF The Wolftrap Rosé Western Cape|2010|83|Up-front cranberry and watermelon flavors show a tobacco leaf note hanging on the finish. Syrah, Cinsault and Grenache. Drink now. 1,000 cases imported.|–JM|TOBACCO,|11|South Africa|Western Cape|Web Only - 2011
BORRA Fusion White Lodi|2010|84|The touches of roasted fennel and peach notes are juicy and bright, with a refreshing finish. Viognier and Gewürtztraminer. Drink now. 250 cases made.|–MW|PEACH,BRIGHT,JUICY,REFRESHING,|17|California|Other California|Web Only - 2012
BOUTARI Péloponnèse Elios White|2010|82|A touch cloying, with canned fruit flavors. Short finish. Moschofilero, Chardonnay, Roditis and Savatiano. 2,500 cases made.|–KM|FRUIT,|13|Greece|Greece|Web Only - 2011
MARQUÉS DE CÁCERES Rioja White|2010|84|This creamy white offers a distinctive, if slightly austere, character, with coconut, lanolin and herb flavors leading to a vanilla-scented finish. Drink now. 30,000 cases imported.|–TM|HERBS,CREAM,AUSTERE,DISTINCTIVE,|9|Spain|Spain|Aug 31, 2011
MARQUÉS DE CÁCERES Rioja White Satinela Medium-Sweet|2010|84|This off-dry white offers candied apple, ginger and vanilla flavors on a medium frame, with just enough acidity to remain lively. Not a typical white Rioja, but this will have its fans. Drink now. 2,200 cases imported.|–TM|APPLE,VANILLA,WHITE,ACIDITY,LIVELY,|9|Spain|Spain|Jun 30, 2012
CALATRASI Sicilia White Terre di Ginestra Blanq|2010|84|Round and ripe, with yellow melon, pineapple and light papaya notes that fall a touch short in the soft finish. Sauvignon Blanc. Drink now. 2,167 cases made.|–NW|MELON,LIGHT-BODIED,ROUND,RIPE,|15|Italy|Sicily|Web Only - 2012
CAMPO ALLA SUGHERA Toscana White Arioso|2010|84|A straightforward white, offering floral, apple and lemon flavors, with a hint of spice. Sauvignon Blanc with Viognier. Drink now. 835 cases made.|–BS|LEMON,APPLE,FLORAL,SPICE,WHITE,|25|Italy|Tuscany|Web Only - 2011
CAMPO ALLA SUGHERA Bolgheri White Achenio|2010|83|This is spicy, but also on the bitter side, showing quinine and grapefruit peel flavors accented by oak. Vermentino, Sauvignon Blanc and Chardonnay. Drink now. 415 cases made.|–BS|GRAPEFRUIT,OAK,SPICE,|40|Italy|Tuscany|Web Only - 2011
CARPINETO Toscana White Dogajolo|2010|84|Rose and black currant notes and a hint of bubblegum mark this white. This is crisp and lightweight, with a mouthwatering finish. Chardonnay, Grechetto, Sauvignon Blanc and Traminer. Drink now. 10,000 cases made.|–BS|BLACK CURRANT,EXCELLENT FINISH,ROSE,WHITE,CRISP,|13|Italy|Tuscany|Web Only - 2011
CASA SANTOS LIMA Lisboa Lab White|2010|84|Medium-bodied, with Golden Delicious apple and white cherry flavors, ending with an herbal twist on the crisp finish. Fernão Pires, Arinto, Moscatel and Sauvignon Blanc. Drink now. 12,000 cases made.|–KM|APPLE,CHERRY,HERBS,MEDIUM-BODIED,WHITE,CRISP,DELICIOUS,|8|Portugal|Portugal|Nov 15, 2011
VIÑA CASA SILVA 5th Quinta Generación White Colchagua Valley|2010|81|Round citrus and melon notes are backed by firm acidity and light spice. Sauvignon Blanc, Chardonnay, Viogner and Sauvignon Gris. Drink now. 2,000 cases made.|–NW|CITRUS,MELON,SPICE,LIGHT-BODIED,ROUND,ACIDITY,FIRM,|28|Chile|Rapel|Web Only - 2012
CASA SOLA Toscana White Pergliamici|2010|84|This round, plump white shows peach, orange blossom and grapefruit flavors. Crisp and slightly pinched on the finish. Trebbiano and Chardonnay. Drink now. 600 cases made.|–BS|ORANGE BLOSSOM,GRAPEFRUIT,PEACH,ROUND,WHITE,|12|Italy|Tuscany|Web Only - 2011
CASAL BRANCO Tejo Quinta do Casal Branco White|2010|84|Quite citric, with spiced green apple flavor and a crunchy finish. Drink now. 25,450 cases made.|–KM|GREEN APPLE,SPICE,|9|Portugal|Portugal|Jun 30, 2012
M. CHAPOUTIER Vin de Pays d'Oc Marius White|2010|84|Interesting mix of smoke and slate turns ripe on the broad finish, with hints of mint. Terret and Vermentino. Drink now. 2,000 cases imported.|–KM|MINT,SMOKE,MINERAL,BROAD,RIPE,|13|France|Languedoc-Roussillon|Web Only - 2012
DOMAINE CHAVY-CHOUET Bourgogne White Les Femelottes|2010|84|Fruity, showing candied apple and hints of peach and citrus flavors. Straightforward, with a tart finish. Drink now. 800 cases made.|–BS|CITRUS,APPLE,PEACH,FRUIT,|22|France|Burgundy|Web Only - 2012
